,df_index,region,income,family_member,gender,year_born,education_level,marriage,religion,occupation,company_size,reason_none_worker,age
3610,59740,Jeju,1918.0,2,female,1938,2,2,non-religious,0,0,no_intention_to_work,80
3611,59758,Jeju,1078.0,2,female,1964,5,3,non-religious,0,0,no_intention_to_work,54
3612,59772,Kyeong-gi,640.0,1,male,1952,7,1,non-religious,0,0,giving_up_economic_activities,66
3613,59786,Jeju,8264.0,5,male,1967,6,1,non-religious,792,2,employed,51
3614,59800,Jeju,3617.0,3,male,1959,4,2,non-religious,910,3,employed,59
3615,59803,Jeju,2401.0,1,male,1995,5,5,non-religious,930,5,employed,23
3616,59817,Jeju,1276.0,2,female,1943,2,2,religious,611,1,employed,75
3617,59831,Jeju,2638.0,2,male,1942,5,1,non-religious,0,0,no_intention_to_work,76
3618,59845,Jeju,2574.0,2,male,1944,4,1,non-religious,611,1,employed,74
3619,59859,Jeju,2425.0,2,male,1943,3,1,non-religious,611,1,employed,75
3620,59868,Jeju,9109.0,4,male,1981,6,1,non-religious,782,1,employed,37
3621,59879,Jeju,2844.0,1,female,1953,4,2,religious,0,0,no_intention_to_work,65
3622,59893,Jeju,1731.0,2,male,1957,3,1,non-religious,611,1,employed,61
3623,59907,Jeju,854.0,1,female,1949,3,2,non-religious,0,0,no_intention_to_work,69
3624,59921,Jeju,4584.0,5,male,1971,5,3,religious,753,1,employed,47
3625,59937,Jeju,821.0,1,female,1922,2,2,non-religious,0,0,no_intention_to_work,96
3626,59962,Jeju,1699.0,2,male,1949,4,1,non-religious,611,1,employed,69
3627,59976,Jeju,821.0,1,female,1934,3,2,religious,0,0,no_intention_to_work,84
3628,59990,Jeju,1148.0,2,male,1927,5,1,non-religious,0,0,no_intention_to_work,91
3629,60010,Jeju,3247.0,2,male,1951,4,1,non-religious,873,2,employed,67
3630,60020,Seoul,10284.0,2,male,1981,7,5,non-religious,234,10,employed,37
3631,60034,Jeju,3539.0,2,female,1976,5,5,non-religious,246,1,employed,42
3632,60045,Jeju,2042.0,2,female,1949,4,1,religious,421,1,employed,69
3633,60059,Jeju,3392.0,1,male,1965,7,3,non-religious,771,3,employed,53
3634,60072,Jeju,2860.0,3,female,1965,5,3,non-religious,930,6,employed,53
3635,60077,Jeju,2416.0,1,male,1989,6,5,non-religious,783,1,employed,29
3636,60091,Jeju,5299.0,3,male,1962,8,1,religious,239,1,employed,56
3637,60098,Kyoung-nam,8858.0,3,male,1989,7,1,non-religious,521,1,employed,29
3638,60100,Kyoung-nam,2877.0,1,female,1991,7,5,non-religious,0,0,no_intention_to_work,27
3639,60114,Jeju,6126.0,2,male,1957,5,1,non-religious,611,1,employed,61
3640,60121,Kyeong-gi,7328.0,2,male,1986,6,1,non-religious,822,3,employed,32
3641,60135,Jeju,1787.0,2,male,1944,3,1,non-religious,611,1,employed,74
3642,60155,Jeju,2279.0,2,male,1962,6,1,religious,611,1,employed,56
3643,60169,Jeju,2417.0,2,male,1954,4,1,non-religious,611,1,employed,64
3644,60180,Jeju,6298.0,3,male,1974,7,1,non-religious,312,2,employed,44
3645,60190,Jeju,8239.0,4,male,1981,6,1,non-religious,873,2,employed,37
3646,60204,Jeju,1072.0,1,female,1941,3,2,non-religious,611,1,employed,77
3647,60224,Jeju,1542.0,2,male,1942,3,1,religious,611,1,employed,76
3648,60238,Jeju,1058.0,1,male,1947,3,3,non-religious,611,1,employed,71
3649,60252,Jeju,4925.0,5,male,1967,5,1,non-religious,873,7,employed,51
3650,60266,Jeju,728.0,1,female,1946,2,2,non-religious,611,1,employed,72
3651,60280,Jeju,2008.0,5,male,1938,4,2,non-religious,0,0,no_intention_to_work,80
3652,60294,Jeju,1497.0,2,male,1944,3,1,religious,611,1,employed,74
3653,60308,Kyeong-gi,1037.0,1,female,1951,3,2,non-religious,0,0,no_intention_to_work,67
3654,60322,Jeju,1107.0,2,male,1936,2,1,non-religious,611,1,employed,82
3655,60336,Jeju,1972.0,2,male,1938,3,1,religious,611,1,employed,80
3656,60350,Jeju,5256.0,3,male,1956,4,1,religious,930,3,employed,62
3657,60364,Jeju,2443.0,1,female,1954,3,2,religious,421,4,employed,64
3658,60389,Jeju,12087.0,2,male,1963,5,1,religious,235,10,employed,55
3659,60403,Jeju,1913.0,1,female,1951,4,2,non-religious,0,0,no_intention_to_work,67
3660,60417,Jeju,4554.0,2,male,1973,5,5,non-religious,899,1,employed,45
3661,60431,Jeju,7161.0,3,male,1961,5,1,non-religious,874,5,employed,57
3662,60445,Jeju,3693.0,4,male,1972,4,1,non-religious,0,0,no_intention_to_work,46
3663,60459,Jeju,821.0,1,female,1939,2,2,religious,0,0,no_intention_to_work,79
3664,60473,Jeju,2272.0,2,male,1948,4,1,non-religious,611,1,employed,70
3665,60483,Jeju,10338.0,4,male,1979,7,1,non-religious,510,10,employed,39
3666,60497,Jeju,1638.0,2,male,1952,4,1,non-religious,0,0,no_intention_to_work,66
3667,60511,Jeju,950.0,1,female,1941,3,2,religious,611,1,employed,77
3668,60525,Jeju,736.0,1,female,1936,2,2,non-religious,0,0,no_intention_to_work,82
3669,60539,Jeju,1102.0,2,male,1933,5,1,non-religious,0,0,no_intention_to_work,85
3670,60558,Jeju,1818.0,2,female,1932,3,2,non-religious,0,0,no_intention_to_work,86
3671,60572,Jeju,2052.0,2,male,1951,2,1,non-religious,611,1,employed,67
3672,60586,Jeju,823.0,1,female,1937,3,2,non-religious,0,0,no_intention_to_work,81
3673,60600,Jeju,1150.0,1,male,1935,3,2,non-religious,0,0,no_intention_to_work,83
3674,60614,Jeju,860.0,1,female,1935,3,2,non-religious,611,1,employed,83
3675,60628,Seoul,2250.0,2,female,1949,3,3,religious,941,3,employed,69
3676,60649,Kyeong-gi,5072.0,3,male,1985,6,1,non-religious,921,4,employed,33
3677,60665,Jeju,8597.0,2,male,1959,5,1,religious,873,10,employed,59
3678,60666,Jeju,1740.0,1,male,1987,7,5,non-religious,783,1,employed,31
3679,60667,Chong-nam,5028.0,1,male,1989,7,5,non-religious,411,10,employed,29
3680,60681,Jeju,6367.0,4,male,1973,6,1,non-religious,852,7,employed,45
3681,60695,Jeju,4424.0,2,male,1955,5,1,non-religious,874,1,employed,63
3682,60699,Seoul,1152.0,1,male,1990,7,5,non-religious,521,1,employed,28
3683,60724,Jeju,1073.0,1,female,1942,2,2,non-religious,0,0,no_intention_to_work,76
3684,60738,Jeju,3712.0,2,male,1944,4,1,religious,0,0,no_intention_to_work,74
3685,60752,Jeju,1461.0,2,male,1933,3,1,religious,999,1,employed,85
3686,60766,Jeju,1880.0,3,male,1942,5,1,non-religious,0,0,no_intention_to_work,76
3687,60786,Jeju,6182.0,1,male,1970,5,5,non-religious,710,10,employed,48
3688,60800,Jeju,3813.0,5,male,1938,2,1,non-religious,611,1,employed,80
3689,60814,Jeju,2580.0,2,male,1942,4,1,non-religious,611,1,employed,76
3690,60828,Jeju,5356.0,5,male,1957,4,1,religious,873,1,employed,61
3691,60852,Jeju,1740.0,2,female,1936,2,1,religious,0,0,no_intention_to_work,82
3692,60878,Jeju,2212.0,2,female,1941,3,2,non-religious,0,0,no_intention_to_work,77
3693,60900,Jeju,910.0,1,female,1942,2,2,non-religious,0,0,no_intention_to_work,76
3694,60914,Jeju,1012.0,1,female,1934,2,2,non-religious,0,0,no_intention_to_work,84
3695,60928,Jeju,1797.0,2,male,1939,3,1,non-religious,0,0,no_intention_to_work,79
3696,60942,Jeju,840.0,1,female,1936,2,2,non-religious,0,0,no_intention_to_work,82
3697,60956,Jeju,4855.0,2,male,1954,5,1,religious,611,1,employed,64
3698,60970,Jeju,1180.0,1,male,1940,2,2,non-religious,0,0,no_intention_to_work,78
3699,60984,Jeju,511.0,1,female,1928,2,2,non-religious,0,0,no_intention_to_work,90
3700,61036,Jeju,1041.0,1,female,1942,3,2,religious,422,3,employed,76
3701,61050,Jeju,8979.0,3,male,1955,4,1,non-religious,422,1,employed,63
3702,61058,Jeju,4548.0,4,male,1987,6,1,non-religious,843,7,employed,31
3703,61060,Jeju,4789.0,3,male,1980,6,1,religious,832,7,employed,38
3704,61074,Jeju,5044.0,2,male,1957,5,1,non-religious,611,1,employed,61
3705,61078,Kyeong-gi,4451.0,3,male,1989,7,1,religious,312,7,employed,29
3706,61080,Kyeong-gi,4013.0,1,male,1989,7,1,religious,411,10,employed,29
3707,61095,Jeju,3091.0,3,male,1929,3,1,non-religious,0,0,no_intention_to_work,89
3708,61109,Jeju,968.0,1,male,1943,4,2,non-religious,611,1,employed,75
3709,61123,Jeju,2024.0,2,male,1941,3,1,non-religious,521,1,employed,77
3710,61137,Jeju,3520.0,2,male,1945,5,1,religious,314,3,employed,73
3711,61151,Jeju,5200.0,1,male,1965,5,3,religious,313,3,employed,53
3712,61154,Jeju,2494.0,1,female,1992,6,5,non-religious,245,3,employed,26
3713,61155,Jeju,3048.0,1,female,1995,7,5,non-religious,313,2,employed,23
3714,61169,Jeju,844.0,1,female,1944,3,2,religious,0,0,no_intention_to_work,74
3715,61183,Jeju,3896.0,4,male,1961,5,1,non-religious,751,2,employed,57
3716,61198,Kyeong-gi,2827.0,1,female,1947,6,2,religious,0,0,no_intention_to_work,71
3717,61212,Jeju,780.0,1,female,1968,5,3,religious,0,0,no_intention_to_work,50
3718,61226,Jeju,1310.0,2,male,1935,4,1,religious,611,1,employed,83
3719,61240,Jeju,1298.0,1,female,1935,3,2,religious,0,0,no_intention_to_work,83
3720,61254,Jeju,1710.0,2,male,1940,3,1,non-religious,0,0,no_intention_to_work,78
3721,61268,Jeju,3971.0,2,male,1942,3,1,religious,611,1,employed,76
3722,61282,Jeju,4580.0,2,male,1946,8,1,religious,0,0,no_intention_to_work,72
3723,61296,Jeju,1471.0,1,female,1929,2,2,non-religious,0,0,no_intention_to_work,89
3724,61310,Jeju,2994.0,3,female,1945,5,1,religious,0,0,nursing,73
3725,61324,Jeju,4605.0,2,male,1950,5,1,non-religious,611,1,employed,68
3726,61351,Jeju,5617.0,2,male,1947,3,1,non-religious,611,1,employed,71
3727,61369,Jeju,1119.0,3,male,1953,3,1,non-religious,611,1,employed,65
3728,61401,Jeju,1117.0,1,male,1931,2,1,non-religious,941,3,employed,87
3729,61415,Jeju,1193.0,2,male,1946,3,1,non-religious,0,0,no_intention_to_work,72
3730,61429,Jeju,586.0,2,male,1932,3,2,non-religious,0,0,no_intention_to_work,86
3731,61446,Jeju,2361.0,1,male,1946,3,2,religious,611,1,employed,72
3732,61460,Jeju,871.0,1,female,1936,2,2,religious,0,0,no_intention_to_work,82
3733,61474,Jeju,2268.0,2,female,1937,2,2,non-religious,0,0,no_intention_to_work,81
3734,61513,Jeju,840.0,1,female,1937,3,2,religious,611,1,employed,81
3735,61540,Jeju,3484.0,1,male,1974,5,5,non-religious,762,3,employed,44
3736,61560,Jeju,5416.0,2,male,1960,5,1,non-religious,311,10,employed,58
3737,61572,Jeju,5610.0,2,female,1982,7,5,non-religious,313,7,employed,36
3738,61586,Jeju,2451.0,1,female,1941,2,2,non-religious,521,1,employed,77
3739,61600,Jeju,1173.0,1,male,1937,3,2,non-religious,0,0,no_intention_to_work,81
3740,61614,Jeju,981.0,2,male,1944,3,1,non-religious,0,0,no_intention_to_work,74
3741,61646,Jeju,725.0,1,female,1941,2,2,non-religious,611,1,employed,77
3742,61649,Jeju,2484.0,1,female,1970,6,3,non-religious,399,3,employed,48
3743,61651,Jeju,4374.0,1,female,1994,7,5,non-religious,243,7,employed,24
3744,61662,Jeju,2011.0,3,male,1938,3,1,non-religious,611,1,employed,80
3745,61686,Jeju,1697.0,1,female,1936,3,2,non-religious,0,0,no_intention_to_work,82
3746,61713,Jeju,1733.0,2,female,1946,3,2,non-religious,999,1,employed,72
3747,61736,Jeju,795.0,1,female,1938,3,2,non-religious,0,0,no_intention_to_work,80
3748,61750,Jeju,699.0,1,female,1936,3,2,non-religious,0,0,no_intention_to_work,82
3749,61764,Jeju,578.0,1,female,1950,3,2,non-religious,0,0,no_intention_to_work,68
3750,61778,Jeju,10067.0,3,male,1955,5,1,non-religious,611,1,employed,63
3751,61792,Jeju,2104.0,2,male,1938,5,1,non-religious,611,1,employed,80
3752,61826,Jeju,1016.0,1,male,1949,3,3,non-religious,0,0,no_intention_to_work,69
3753,61857,Jeju,3279.0,2,male,1940,4,1,non-religious,630,1,employed,78
3754,61871,Jeju,1764.0,1,female,1954,4,3,non-religious,510,3,employed,64
3755,61882,Jeju,2622.0,2,male,1949,3,1,religious,0,0,no_intention_to_work,69
3756,61896,Jeju,2318.0,2,male,1943,2,1,religious,0,0,no_intention_to_work,75
3757,61910,Jeju,1067.0,2,female,1951,5,2,non-religious,0,0,no_intention_to_work,67
3758,61933,Jeju,2321.0,2,male,1952,4,1,non-religious,710,1,employed,66
3759,61940,Jeju,4195.0,2,female,1988,6,5,non-religious,243,5,employed,30
3760,61942,Kyeong-gi,3180.0,1,male,1992,7,5,non-religious,246,2,employed,26
3761,61956,Jeju,970.0,1,female,1942,2,2,religious,0,0,no_intention_to_work,76
3762,61964,Jeju,1202.0,1,female,1963,3,3,religious,0,0,no_intention_to_work,55
3763,61998,Jeju,1096.0,1,female,1936,2,2,religious,0,0,no_intention_to_work,82
3764,62063,Jeju,922.0,1,female,1933,2,2,religious,941,3,employed,85
3765,62077,Jeju,6478.0,6,male,1965,5,1,non-religious,941,3,employed,53
3766,62091,Jeju,2255.0,2,male,1946,4,1,religious,873,1,employed,72
3767,62105,Jeju,796.0,1,female,1953,4,5,religious,0,0,no_intention_to_work,65
3768,62119,Jeju,980.0,1,female,1946,3,2,non-religious,0,0,no_intention_to_work,72
3769,62133,Jeju,10198.0,4,male,1966,7,1,non-religious,311,10,employed,52
3770,62147,Jeju,6104.0,4,male,1965,7,1,non-religious,312,3,employed,53
3771,62184,Jeju,1201.0,2,male,1950,4,1,non-religious,0,0,no_intention_to_work,68
3772,62190,Jeju,5664.0,4,male,1981,7,1,non-religious,246,1,employed,37
3773,62204,Jeju,2987.0,2,male,1954,5,1,religious,0,0,no_intention_to_work,64
3774,62214,Jeju,4868.0,1,female,1985,7,5,religious,252,10,employed,33
3775,62228,Jeju,894.0,2,male,1955,5,1,religious,0,0,no_intention_to_work,63
3776,62241,Jeju,2150.0,1,male,1982,6,5,non-religious,0,0,prepare_to_apply_job,36
3777,62259,Jeju,6800.0,4,male,1963,3,1,non-religious,753,2,employed,55
3778,62295,Jeju,8544.0,5,male,1962,7,1,non-religious,311,10,employed,56
3779,62309,Jeju,546.0,1,female,1937,2,2,religious,0,0,no_intention_to_work,81
3780,62323,Jeju,3950.0,3,male,1965,6,1,non-religious,248,1,employed,53
3781,62337,Jeju,9778.0,4,male,1970,5,1,non-religious,0,0,no_intention_to_work,48
3782,62351,Jeju,5185.0,4,male,1963,5,1,non-religious,873,1,employed,55
3783,62365,Jeju,3100.0,2,male,1969,5,1,religious,782,1,employed,49
3784,62379,Jeju,3515.0,3,male,1957,8,1,religious,248,1,employed,61
3785,62397,Jeju,781.0,1,male,1933,3,3,non-religious,0,0,no_intention_to_work,85
3786,62411,Jeju,3953.5,3,female,1949,3,2,religious,0,0,no_intention_to_work,69
3787,62425,Jeju,956.0,1,female,1946,3,2,non-religious,0,0,no_intention_to_work,72
3788,62442,Jeju,3592.0,1,female,1961,3,3,non-religious,441,2,employed,57
3789,62452,Jeju,7239.0,3,male,1985,6,1,non-religious,222,2,employed,33
3790,62466,Jeju,4764.0,3,male,1967,7,1,non-religious,0,0,no_intention_to_work,51
3791,62480,Jeju,5952.0,3,male,1968,5,1,non-religious,921,3,employed,50
3792,62494,Jeju,11659.0,4,male,1966,5,1,religious,313,2,employed,52
3793,62508,Jeju,7582.0,5,male,1977,6,1,non-religious,285,1,employed,41
3794,62532,Jeju,6238.0,3,male,1974,5,1,non-religious,431,1,employed,44
3795,62546,Jeju,2862.0,2,female,1975,5,3,non-religious,285,1,employed,43
3796,62567,Jeju,4440.0,2,female,1957,4,3,religious,0,0,no_intention_to_work,61
3797,62593,Jeju,2238.0,2,female,1965,4,3,non-religious,941,1,employed,53
3798,62600,Jeju,5557.0,5,male,1978,7,1,non-religious,841,7,employed,40
3799,62614,Jeju,5769.0,4,male,1976,6,1,religious,792,7,employed,42
3800,62628,Jeju,9392.0,5,male,1961,4,1,non-religious,753,1,employed,57
3801,62642,Jeju,699.0,1,male,1944,4,1,religious,611,1,employed,74
3802,62656,Jeju,5899.0,5,male,1971,5,1,non-religious,799,1,employed,47
3803,62670,Jeju,498.0,1,female,1936,3,2,religious,0,0,no_intention_to_work,82
3804,62687,Jeju,1568.0,2,male,1951,3,1,religious,611,1,employed,67
3805,62701,Jeju,3765.0,2,male,1951,3,1,non-religious,611,1,employed,67
3806,62702,Kyeong-gi,2976.0,1,female,1996,6,5,non-religious,245,7,employed,22
3807,62716,Jeju,1367.0,3,male,1948,3,1,religious,0,0,no_intention_to_work,70
3808,62730,Jeju,1346.0,1,female,1950,3,2,non-religious,611,1,employed,68
3809,62744,Jeju,673.0,1,female,1944,2,2,religious,611,1,employed,74
3810,62766,Jeju,801.0,2,female,1936,2,2,religious,941,9,employed,82
3811,62773,Jeju,2301.0,1,female,1993,5,5,non-religious,392,3,employed,25
3812,62787,Jeju,510.0,1,female,1936,3,1,non-religious,611,1,employed,82
3813,62801,Jeju,1171.0,3,female,1936,2,2,non-religious,0,0,no_intention_to_work,82
3814,62815,Jeju,757.0,1,male,1940,3,2,non-religious,0,0,no_intention_to_work,78
3815,62829,Jeju,1782.0,2,male,1940,5,1,religious,611,1,employed,78
3816,62843,Jeju,1113.0,1,female,1940,3,2,non-religious,941,9,employed,78
3817,62857,Jeju,977.0,1,male,1934,5,2,non-religious,0,0,no_intention_to_work,84
3818,62884,Jeju,849.0,1,female,1931,2,2,religious,611,1,employed,87
3819,62904,Jeju,398.0,1,female,1922,2,2,non-religious,0,0,no_intention_to_work,96
3820,62939,Jeju,2861.0,1,female,1956,3,2,non-religious,0,0,no_intention_to_work,62
3821,62953,Kyeong-gi,1943.0,2,male,1979,7,3,non-religious,521,1,employed,39
3822,62979,Jeju,1768.0,1,female,1953,3,4,religious,0,0,no_intention_to_work,65
3823,63006,Jeju,1022.0,2,male,1937,4,2,religious,0,0,no_intention_to_work,81
3824,63035,Jeju,4662.0,2,male,1958,4,1,non-religious,742,1,employed,60
3825,63047,Jeju,5963.0,3,male,1984,7,1,non-religious,510,3,employed,34
3826,63051,Jeju,4465.0,3,male,1984,7,1,non-religious,320,6,employed,34
3827,63081,Jeju,1524.0,1,female,1941,3,2,religious,941,9,employed,77
3828,63095,Jeju,873.0,1,female,1945,3,2,religious,941,9,employed,73
3829,63109,Jeju,1976.0,2,male,1946,3,1,religious,0,0,no_intention_to_work,72
3830,63123,Jeju,1150.0,2,male,1936,4,1,religious,0,0,no_intention_to_work,82
3831,63137,Jeju,4065.0,2,female,1964,4,3,religious,941,6,employed,54
3832,63153,Jeju,1568.0,2,male,1934,3,1,religious,0,0,no_intention_to_work,84
3833,63156,Jeju,1844.0,2,female,1970,5,3,non-religious,442,1,employed,48
3834,63170,Jeju,1503.0,2,male,1943,5,1,non-religious,0,0,no_intention_to_work,75
3835,63184,Jeju,1098.0,1,female,1942,3,2,religious,941,9,employed,76
3836,63198,Jeju,8450.0,4,male,1964,7,1,religious,873,1,employed,54
3837,63214,Jeju,4919.0,2,female,1968,5,3,religious,532,3,employed,50
3838,63215,Kyeong-gi,3924.0,1,female,1997,6,5,non-religious,399,4,employed,21
3839,63233,Jeju,11940.0,5,female,1956,4,2,non-religious,432,1,employed,62
3840,63240,Jeju,6478.0,3,male,1982,7,1,non-religious,312,8,employed,36
3841,63254,Jeju,4822.0,4,male,1969,5,1,non-religious,751,1,employed,49
3842,63268,Jeju,6701.0,3,male,1956,5,1,religious,521,1,employed,62
3843,63281,Jeju,8132.0,3,male,1983,7,1,non-religious,930,5,employed,35
3844,63295,Jeju,7826.0,5,male,1969,5,1,religious,873,1,employed,49
3845,63309,Jeju,1039.0,1,male,1940,3,2,non-religious,941,9,employed,78
3846,63331,Jeju,772.0,1,female,1942,2,2,non-religious,0,0,no_intention_to_work,76
3847,63363,Jeju,1229.0,1,female,1949,4,2,religious,0,0,no_intention_to_work,69
3848,63370,Gang-won & Chung-buk,10248.0,2,male,1987,7,1,religious,252,10,employed,31
3849,63384,Jeju,2349.0,2,male,1939,5,1,non-religious,0,0,not_capable,79
3850,63398,Jeju,1311.0,2,female,1937,3,2,religious,941,10,employed,81
3851,63412,Jeju,5275.0,4,male,1952,6,1,religious,521,1,employed,66
3852,63426,Jeju,3770.0,2,female,1961,3,2,non-religious,941,3,employed,57
3853,63432,Jeju,2978.0,2,female,1983,5,5,religious,246,2,employed,35
3854,63453,Jeju,7201.0,4,male,1975,7,1,religious,510,9,employed,43
3855,63467,Jeju,4237.0,3,male,1935,3,1,non-religious,0,0,no_intention_to_work,83
3856,63475,Jeju,6691.0,3,male,1978,7,1,religious,761,7,employed,40
3857,63489,Jeju,4314.0,3,male,1947,3,1,religious,0,0,no_intention_to_work,71
3858,63503,Jeju,1340.0,1,female,1936,5,2,religious,510,3,employed,82
3859,63517,Jeju,4248.0,1,female,1959,5,5,non-religious,442,1,employed,59
3860,63535,Jeju,5888.0,5,male,1950,3,1,non-religious,611,1,employed,68
3861,63552,Kyong-buk,2525.0,2,male,1991,5,5,religious,0,0,giving_up_economic_activities,27
3862,63576,Jeju,2823.0,1,male,1938,5,2,non-religious,0,0,no_intention_to_work,80
3863,63597,Jeju,1188.0,3,male,1937,2,1,non-religious,611,1,employed,81
3864,63611,Jeju,952.0,1,female,1942,2,2,religious,941,9,employed,76
3865,63634,Jeju,3068.0,1,female,1945,2,2,non-religious,611,1,employed,73
3866,63672,Jeju,606.0,1,female,1924,2,2,non-religious,0,0,no_intention_to_work,94
3867,63686,Jeju,5935.0,4,male,1965,4,1,non-religious,873,1,employed,53
3868,63700,Jeju,614.0,1,female,1928,2,2,religious,0,0,no_intention_to_work,90
3869,63724,Jeju,4799.0,5,male,1972,5,1,non-religious,930,2,employed,46
3870,63738,Jeju,2323.0,2,male,1948,5,1,religious,942,9,employed,70
3871,63758,Jeju,538.0,1,female,1939,2,2,non-religious,0,0,no_intention_to_work,79
3872,63763,Seoul,3268.0,2,male,1963,4,3,non-religious,873,1,employed,55
3873,63777,Jeju,849.0,2,female,1942,2,2,religious,952,9,employed,76
3874,63791,Jeju,2071.0,2,male,1936,3,1,non-religious,0,0,no_intention_to_work,82
3875,63805,Jeju,740.0,1,female,1943,2,2,non-religious,941,9,employed,75
3876,63819,Jeju,729.0,1,female,1927,2,2,non-religious,0,0,no_intention_to_work,91
3877,63844,Jeju,705.0,1,female,1927,2,2,non-religious,0,0,no_intention_to_work,91
